,Unnamed: 0,Tour_Name,Tour_Type,Number_of_Reviewer,Duration,Price,Highlight,Location,Rating
204,204,235. Phnom Penh City tour and Koh Dach Silk Island Private Day Tour,Full-day Tours,4.0,7–9 hours,35,"All Hotel Pick Up and Drop Off by private Air Conditioning Vehicle, Tours with professional English speaking license Tour Guide, All Sightseeing fees as mentioned in the tours itinerary, All private transfer with comfortable air-con vehicle as mentioned in the tours itinerary, All services charge and current government VAT tax, Entry/Admission - Royal Palace, Entry/Admission - Silver Pagoda, Entry/Admission - Wat Phnom, Entry/Admission - Independence Monument, Entry/Admission - Statue of King Father Norodom Sihanouk, Entry/Admission - Wat Ounalom, Entry/Admission - Phnom Penh, Entry/Admission - Mekong Island - Koh Dach, Entry/Admission - Wat Kean Kleang","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets",5
1473,1473,1534. Private Taxi Transfer Siem Reap - Mondulkiri City Transfer,6+ hours,,6+ hours,155,"Private driver, Gasoline - Toll - Parking - Tax, Passenger insurance included","Asia, Cambodia, Mondulkiri Province, Sen Monorom, Things to Do in Sen Monorom, Sen Monorom Tours, Tours and Tickets",
2100,2100,2161. Test Of Battambong,Adventure Tours,,5–8 minutes,35.9,"Transport, Tour Guide, Entrance Fee, Cold Water, Entry/Admission - Battambang Bat Caves","Asia, Cambodia, Battambang Province, Battambang, Things to Do in Battambang, Battambang Tours, Tours and Tickets",
2593,2593,Phnom Penh Killing Fields and Prison S21 Join Tour,Full-day-Tours,190.0, 5 hours 30 minutes (approx.),$15.00 ,"Hotel pickup and drop-off (downtown Phnom Penh), Recorded documentary played on-board, English-speaking bus attendant, Separate driver, Free WiFi, 1 x bottle of drinking water","Phnom Penh, Cambodia",star-4
68,68,99. One Day Private Guide Tours History & Killing Fields Phnom Penh,Bus Tours,3.0,6+ hours,128.21,"Private transportation by modern air-conditioned vehicle, Professional Licensed English Speaking guide, Sightseeing as specified in the itinerary including entrance fees, Lunch at Friends Restaurant. This vibrant and colourful training restaurant., 02 bottles of mineral water per person while sightseeing and transfers, VAT and all taxes and service charge, Included admission fee to visit the royal palace $10.00 person, Included admission fee to visit the National Museum $10.00 person, Included admission fee to visit the Choeung Ek Genocidal Center $5.00 person, Included admission fee to visit the Tuol Sleng Genocide Museum $5.00 person, Included admission fee to visit the Wat Phnom Temple $1.00 person, Entry/Admission - Royal Palace, Entry/Admission - National Museum, Entry/Admission - Wat Phnom, Entry/Admission - Choeung Ek Genocidal Center, Entry/Admission - Tuol Sleng Genocide Museum","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets",5
1875,1875,1936. An Overnight Khmer Village Tour with Food and Cultural Activities,Overnight Tours,,2 days,40,"Breakfast, Dinner, Private transportation, Drinks, Cultural Activities, Tour Guide, Accommodation for one night","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
2832,2832,Angkor Wat: full-day 'Small Tour' of nearby sites with sunset,Full-day-Tours,267.0, 8 to 9 hours (approx.),$13.95 ,"Driver/guide, Bottled water, Pick-up and drop-off, Air-conditioned transport","Krong Siem Reap, Cambodia",star-5
2984,2984,"Angkor Tuk Tuk Private Tour Guide To Angkor Wat Sunrise, Angkor Thom & Ta Prohm",Full-day-Tours,3.0, 7 to 9 hours (approx.),,"Fuel surcharge, Tour Guide Service, Tuk Tuk, Cold waters and towels","Siem Reap, Cambodia",star-5
2231,2231,"2292.  Angkor Wat, Angkor Thom andTa Prom Temples Half-Day Tours",Bus Tours,,4–5 hours,45,"Private transportation, English Speaking Tour Guide, Cold water during tour, Hotel Pick Up& Drop Off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
137,137,"168. Aroma Therapy Massage, Relaxation therapeutic aromatherapy oil massages.",1 hour,113.0,1 hour,38.15,"1 hour massage treatment, drinks","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets",4.5
796,796,"857. 5-Day ""All The Sights"" Private Tour",Adventure Tours,2.0,3+ days,308.98,"Fee for motorized boat, Hotel pickups and Dropoffs, Cold Towels, Cold bottled water, Air-conditioned vehicle, Private transportation","Asia, Cambodia, Siem Reap Province, Siem Reap, Svay Dangkum, Things to Do in Svay Dangkum, Svay Dangkum Tours, Tours and Tickets",5
2180,2180,2241. Private Phnom Penh Icons City Tour,Full-day Tours,,6+ hours,111.16,"Bottled water, Lunch, Coffee and/or Tea, Transport of your choice and driver, Professional guide, Private tour, Hotel pickup and drop-off","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets",
2128,2128,2189. Stunning Memoires of an Angkor Era,Bus Tours,,6+ hours,62.83,"A full day tour with a professional English-speaking guide., Transportation by air-conditioned vehicle with professional driver., All applicable taxes and service charges","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
758,758,819. Island Community Life in Phnom Penh,Bus Tours,1.0,4 hours,172,"Round trip private air-conditioned transportation from and to your hotel, English speaking guide, 02 Bottles of water per person, All of service & Government tax, All entrance fees/tickets, Entry/Admission - Mekong Island - Koh Dach","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets",5
541,541,602. Pao tuk tuk experience battambang,City Tours,16.0,2 days,30.77,Private transportation,"Asia, Cambodia, Battambang Province, Battambang, Things to Do in Battambang, Battambang Tours, Tours and Tickets",5
1019,1019,"1080. 1 Day: Preah Vihear, Koh Ker and Beng Mealea",Full-day Tours,,10–11 hours,120,"English Speaking Guide with licensed., Start pick up at your hotel and finish drop you at hotel, Cold Water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
2868,2868,SPECIAL PASS for a Magical Evening: Shadow Theatre and Forbidden Rhythms Shows,Theater-Shows-and-Musicals,2.0, 2 hours (approx.),$48.00 ,Two shows,"Siem Reap, Cambodia",star-5
165,165,196. Angkor Wat Tour Full Day- Private Tour,Full-day Tours,1.0,6+ hours,59,"Air-condition Vehicle, Bottle Of Water, English Speaking Tour Guide, Hotel Pick up and Drop Off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
248,248,309. Private Banteay Srei and 4 Temples Guided Tour,Full-day Tours,9.0,6+ hours,50.77,"Hotel pickup and drop-off, Private transport by air-conditioned vehicle, 8 hour tour of Banteay Srei and 4 temples, Professional English-speaking guide, Cold towels, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
1331,1331,1392. Half day car charter from Siem Reap to Banteay Samre Temple x Bok Mountain,4 hours,,4 hours,16,"Air-conditioned vehicle, Fuel surcharge, Parking Fees, Private transportation","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
2017,2017,2078. The Angkor Serendipity Day-Tour,Walking Tours,,6+ hours,120,"Local English-speaking guide, transport by air-conditioner vehicle, Drinks Water.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
446,446,507. Private Half-Day To Peah Khan and Neak Pean Temples,Bus Tours,,3–4 hours,100,"Private Tour Guide, Private Transportation, Pure Drinking Water, Hotel pick up & drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
2482,2482,Private Car From Siem Reap to Phnom Penh,Bus-Services,, 6 hours (approx.),$65.00 ,"Hotel pickup and drop-off from hotel only (if airport surcharge 15USD per car), Good car with good air conditioned, Professional driver, All toll fees, Local taxes, 1 Time Break (more stops on request)","Siem Reap Province, Cambodia",
1358,1358,1419. Short Trek at Kulen National Park,Adventure Tours,,6 hours,123.08,"Tour and transfer by air-conditioned vehicle, English Speaking & Trekking guide, All Fees and Taxes, Bottled water, Lunch, Entry/Admission - Phnom Kulen National Park","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
2845,2845,Angkor Wat Sunrise Tour By E-Bike Experience With Breakfast Included,Bike-and-Mountain-Bike-Tours,10.0, 6 to 7 hours (approx.),$80.00 ,"Fully vaccinated English speaking tour guide, Electric Bike, Breakfast (Picnic with Local food), Cool bottle of water","Krong Siem Reap, Cambodia",star-5
2145,2145,"2206. Private One Day to Beng Mealea, Koh Ke and Preh Vihear Temples",Bus Tours,,6–8 hours,172.31,"Private English Tour Guide, Private Transportation, Pure Drinking Water, Pick-up & Drop-off at the lobby of hotel where you are staying","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
1329,1329,1390. Private Full Day Tour in Angkor Temples with Sunrise,Full-day Tours,,8–10 hours,43,"Experienced English-speaking tour guide, Private transportation by Tuk Tuk, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
3752,3752,Discovery Silk Island Tok Tok Tours,Half-day-Tours,, 5 hours (approx.),$87.18 ,"Cold hand tower, Bottled water, Private English Speaking Guide, Hotel pickup and drop-off, Private tour, Private Tuk Tuk","Phnom Penh, Cambodia",
2785,2785,Guided Floating Village Boat Tour in Siem Reap,Day-Cruises,8.0, 3 hours (approx.),$35.00 ,"English-speaking guide, All fees, Hotel pickup and drop-off","Siem Reap, Cambodia",star-3
3662,3662,"Two-days tour discovering Angkor Wat, Beng Mealea Temple and Floating Village",Overnight-Tours,, 2 days  (approx.),$107.00 ,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Siem Reap, Cambodia",
2150,2150,2211. Ancient Temples Explorer with sunrise by vehicle,Full-day Tours,,7–8 hours,51.29,"Air-conditioned vehicle, Experienced English speaking local guide, Cool water and towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
434,434,495. Banteay Srei Backcountry Tour and Grand Circle with English Speaking Tour Guide,5–7 hours,,5–7 hours,20,"All local applicable taxes, Hotel pickup and drop off, Bottled water, Tour guide inclusive depend on Booking Package","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
2122,2122,2183. Angkor Sunrise Bike Tour with Breakfast & Lunch,Full-day Tours,,6+ hours,70,"Hotel pick up & Drop Off, Professional local English speaking guide, Bicycle & Helmet, Local Breakfast & Lunch, Local snacks and fruits, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
577,577,638. Siem Reap City Tour,Full-day Tours,9.0,1 day,64.11,"English Speaking Tour Guide, Transport, Massage, Cold Water and Cool Towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
2997,2997,Try find your better than us ! Airport transfer service Phnom Penh APT-HTL (PNH),Airport-and-Ground-Transfers,, 1 hour (approx.),,"Private transportation, Air-conditioned vehicle, Fuel surcharge, Parking Fees","Phnom Penh, Cambodia",
3610,3610,"One Day Private Guide Tour Cooking Class, APOPO & Quad Bike Sunset",Full-day-Tours,, 7 hours (approx.),$214.36 ,"Professional Licensed English Speaking guide, Private transportation by modern air-conditioned vehicle, Sightseeing as specified in the itinerary including entrance fees, Meals as specified in itinerary (1 lunch), 02 bottles of mineral water per person while sightseeing and transfers, VAT and all taxes and service charge","Siem Reap, Cambodia",
3449,3449,Cambodia Cultural Tour,Overnight-Tours,4.0, 2 days  (approx.),$150.00 ,"Transport, Driver, Tour Guide, Cold Water.","Siem Reap, Cambodia",star-5
2448,2448,"2509. 2-Days Private Tour Explore Angkor Wat, Beng Mealea Temple and Floating Village",Bus Tours,,2 days,237.5,"Air-conditioned vehicle, English tour guide, Cold water & cold towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
1848,1848,1909. Laos Outbound,6+ hours,,6+ hours,233.34,"Hotel pick-up, Bottled water & Cold Towels, Drop-off at the Laos border, Air-conditioned vehicle","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
762,762,823. Phnom Kulen mountain Waterfall & 1000 lingas Join-in Tour,Full-day Tours,2.0,9–10 hours,50,"Transport by air-conditioned minivan, Cold towel & water during touring, Hotel pick up & Drop off, Hotel pickup (7:30am to 8:00am), Professional English-speaking guide, Small group Join Tour up to 8 people","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
388,388,"449. Full-Day Adventure to Banteay Srei, Beng Mealea and Kampong Kleang",Full-day Tours,,8–10 hours,75,"Excellent English-Speaking Guide (Other language is subject to extra charge), Air-conditioned vehicle, Private boat at the floating village, Bottled water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
235,235,266. Explore Sihanoukville Dirt Bike Tour,Full-day Tours,21.0,4–6 hours,140.26,"Relax! Inhale the calming, balancing benefits of wild Lavender with an invigorating full body scrub, a warm cocooning wrap and a full body massage., Coffee and/or Tea",,5
3275,3275,Angkor Wat 2-Day Tour,Overnight-Tours,3.0, 2 days  (approx.),,"Transportation, Cold Towels, Drinking Water, English Speaking Guide","Siem Reap, Cambodia",star-5
1984,1984,2045. Angkor Wat Tour By Tuk Tuk,Full-day Tours,,6+ hours,65.54,"English Speaking Guide, Tuk Tuk Transport, Water Drink","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
267,267,328. 10 Must-See Temples in Angkor Park (Private Guided Tour with Mini Van Driver),Bus Tours,12.0,5–8 hours,75,"Air-conditioned vehicle, Tour Guide (English Speaking)., Bottled water, Cool Towels, Entry/Admission - Angkor Wat","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
770,770,"831. 2-Day Angkor Wat, Koh Ker & Beng Mealea Tour",Overnight Tours,2.0,2 days,147.44,"Tour Guide, Cold Water, Suitable Transport for group size.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
2165,2165,2226. Private Angkor Wat Bike Tour,Walking Tours,,5–7 hours,17,"Pick-up & Drop-off at your Hotel ( please provide us your hotel name and hotel address for pickup ), Professional English speaking and biking Tours guide, Mountain Bike & Helmet, Drinking Water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
437,437,498. Sunrise Tour of Angkor Wat from Siem Reap-Join-in Tour (by luxury MiniVan),Adventure Tours,,5–6 hours,25,"Experienced and licensed English speaking tour guide, Bottled water & cool towel, Hotel pickup (4:20am to 4:50am), Hotel Drop off (12:30pm), Transport by luxury air-conditioned mini-bus","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",
673,673,"734. 5-Day Discovery of Angkor Temple, Preah Vihear & Koh Ker Group",Bus Tours,4.0,3+ days,384.62,"Vaccinated English speaking tour guide with license, Vaccinated experienced driver, Private vehicle with air-conditioning ( Car or Minivan), Free cool water and towels during your trip","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets",5
